USERID,TYPE,MODE,SLNO,DATE,INVNO,INVDATE,FCRDR,CODE1,NAME,TOWN,GSTIN,INVAMT,AMT5,TAX5,AMT12,TAX12,AMT18,TAX18,AMT28,TAX28,AMT0,ROUN,TAMT,TTAX,STCODE,GLCODE
SRI2122,Sales,B2CS,139,07-Apr-2021,139,07-Apr-2021,R,L226,SRI LAKSHMI NARASIMHA M/G/S(GP,RAJAHMUNDRY,,1023,0,0,549.17,65.9,345.32,62.16,0,0,0,0.45,894.49,128.06,37,1004
SRI2122,Sales,B2B,14,01-Apr-2021,14,01-Apr-2021,R,L215,SREYA MEDICALS,RAJAHMUNDRY,37AFTPA3861R1ZN,1760,0,0,1571.4,188.57,0,0,0,0,0,0.03,1571.4,188.57,37,1004
SRI2122,Sales,B2B,140,07-Apr-2021,140,07-Apr-2021,R,L272,KAMAKSHI M/G/S,RAJAHMUNDRY,37AEUPT4914N1ZH,536,0,0,197.64,23.72,266.41,47.95,0,0,0,0.28,464.05,71.67,37,1004
SRI2122,Sales,B2B,141,07-Apr-2021,141,07-Apr-2021,R,L128,DHANA SRI MEDICAL STORES,RAJAHMUNDRY,37APLPD7685L1Z5,528,0,0,289.69,34.76,172.66,31.08,0,0,0,-0.19,462.35,65.84,37,1004
SRI2122,Sales,B2B,142,07-Apr-2021,142,07-Apr-2021,R,L194,SREE TRADERS,RAJAHMUNDRY,37AHHPK9505G1Z7,7469,0,0,6668.75,800.25,0,0,0,0,0,0,6668.75,800.25,37,1004
SRI2122,Sales,B2CS,143,07-Apr-2021,143,07-Apr-2021,C,9999,ASEWINE MEDICAL&FANCY,PURSHTHAPALLI,,1441,0,0,898.7,107.84,368.31,66.3,0,0,0,-0.15,1267.01,174.14,37,1004
SRI2122,Sales,B2B,144,07-Apr-2021,144,07-Apr-2021,R,L204,RATNABALA MEDICAL&GENARAL STOR,RAJAHMUNDRY,37AGIPP2030K1ZC,859,0,0,767.31,92.08,0,0,0,0,0,-0.39,767.31,92.08,37,1004
SRI2122,Sales,B2B,145,07-Apr-2021,145,07-Apr-2021,R,L342,VENKATA KRISHNA MEDICALS,RAJAHMUNDRY,37AWOPM3870A1ZF,2855,0,0,2549.16,305.9,0,0,0,0,0,-0.06,2549.16,305.9,37,1004
SRI2122,Sales,B2B,146,07-Apr-2021,146,07-Apr-2021,R,2009,SAI MANGARAJA MED/ENTERPRISES,RAJAHMUNDRY,37AADFS2608D1ZI,10300,0,0,9196.4,1103.57,0,0,0,0,0,0.03,9196.4,1103.57,37,1004
SRI2122,Sales,B2CS,147,07-Apr-2021,147,07-Apr-2021,R,L172,HEALTH PHARMACY,RAJAHMUNDRY,,4774,0,0,4262.4,511.49,0,0,0,0,0,0.11,4262.4,511.49,37,1004
SRI2122,Sales,B2B,148,07-Apr-2021,148,07-Apr-2021,R,L119,AMAR MEDICALS,RAJAHMUNDRY,37AAGFA1007R1ZD,1709,0,0,1114.86,133.78,390.06,70.21,0,0,0,0.09,1504.92,203.99,37,1004
SRI2122,Sales,B2CS,149,07-Apr-2021,149,07-Apr-2021,R,C381,SAI SRINIVASA M/G/ST,CHELLURU,,1359,0,0,531.51,63.78,647,116.46,0,0,0,0.25,1178.51,180.24,37,1004
SRI2122,Sales,B2CS,15,01-Apr-2021,15,01-Apr-2021,R,L390,VISHNU PRIYA M/G/S (G.A),RAJAHMUNDRY,,1300,0,0,1045.67,125.48,109.61,19.73,0,0,0,-0.49,1155.28,145.21,37,1004
SRI2122,Sales,B2B,150,08-Apr-2021,150,08-Apr-2021,R,GE26,SRI RAMA MEDICAL STORES,RAVULAPALEM,37BVCPK0655D1ZV,2024,0,0,1807.04,216.84,0,0,0,0,0,0.12,1807.04,216.84,37,1004
SRI2122,Sales,B2B,151,08-Apr-2021,151,08-Apr-2021,R,L321,SRI SAI MEDICAL & GEN STORES,RAJAHMUNDRY,37ANWPK3119K1ZG,721,0,0,643.8,77.26,0,0,0,0,0,-0.06,643.8,77.26,37,1004
SRI2122,Sales,B2B,152,08-Apr-2021,152,08-Apr-2021,R,2005,OMKAR MEDICAL AGENCIES,RAJAHMUNDRY,37AWOPS3833M1ZP,5001,0,0,4465.36,535.84,0,0,0,0,0,-0.2,4465.36,535.84,37,1004
SRI2122,Sales,B2B,153,08-Apr-2021,153,08-Apr-2021,R,2005,OMKAR MEDICAL AGENCIES,RAJAHMUNDRY,37AWOPS3833M1ZP,1976,0,0,1764.3,211.72,0,0,0,0,0,-0.02,1764.3,211.72,37,1004
SRI2122,Sales,B2CS,154,08-Apr-2021,154,08-Apr-2021,R,L336,SRI RAJESWARI MED STORES,RAJAHMUNDRY,,256,0,0,74.02,8.88,146.96,26.45,0,0,0,-0.31,220.98,35.33,37,1004
SRI2122,Sales,B2CS,155,08-Apr-2021,155,08-Apr-2021,R,L219,V.S.M.MEDICALS,RAJAHMUNDRY,,2184,0,0,1950.2,234.02,0,0,0,0,0,-0.22,1950.2,234.02,37,1004
SRI2122,Sales,B2B,156,08-Apr-2021,156,08-Apr-2021,R,L268,SRI SANJEEVINI M/G/ST(BYPASS),RAJAHMUNDRY,37AUDPC7550N2ZB,276,0,0,246.86,29.62,0,0,0,0,0,-0.48,246.86,29.62,37,1004
SRI2122,Sales,B2B,157,08-Apr-2021,157,08-Apr-2021,R,L292,EASWARA PHARMACY,RAJAHMUNDRY,37ABUPY5784A1ZV,624,0,0,557.31,66.88,0,0,0,0,0,-0.19,557.31,66.88,37,1004
SRI2122,Sales,B2CS,158,08-Apr-2021,158,08-Apr-2021,R,L221,S.V.V.SATYANARAYANA MED/G/STOS,RAJAHMUNDRY,,3799,0,0,3392.34,407.08,0,0,0,0,0,-0.42,3392.34,407.08,37,1004
SRI2122,Sales,B2B,159,08-Apr-2021,159,08-Apr-2021,R,L223,COASTAL MEDICALS,RAJAHMUNDRY,37AAKHB9701P1ZR,5448,0,0,4864.13,583.7,0,0,0,0,0,0.17,4864.13,583.7,37,1004
SRI2122,Sales,B2CS,16,01-Apr-2021,16,01-Apr-2021,R,L278,LAKSHMI PRASANA PHARAMACY,RAJAHMUNDRY,,1266,0,0,1130.78,135.69,0,0,0,0,0,-0.47,1130.78,135.69,37,1004
SRI2122,Sales,B2CS,160,08-Apr-2021,160,08-Apr-2021,R,L199,JAYA DURGA M/G/S,RAJAHMUNDRY,,811,42.11,2.11,402.47,48.3,268.02,48.24,0,0,0,-0.25,712.6,98.65,37,1004
SRI2122,Sales,B2B,161,08-Apr-2021,161,08-Apr-2021,R,L156,AJANTHA MEDICAL STORES,RAJAHMUNDRY,37AHBPR5757M3ZL,202,0,0,180.7,21.68,0,0,0,0,0,-0.38,180.7,21.68,37,1004
SRI2122,Sales,B2B,162,08-Apr-2021,162,08-Apr-2021,R,L142,PARAMESWARI M/G/STORES,RAJAHMUNDRY,37BRRPB5175Q2ZW,587,0,0,523.8,62.86,0,0,0,0,0,0.34,523.8,62.86,37,1004
SRI2122,Sales,B2B,163,08-Apr-2021,163,08-Apr-2021,R,L157,SRI RAMACHANDRA MEDICALS,RAJAHMUNDRY,37ADIFS3661G1ZU,914,0,0,815.7,97.88,0,0,0,0,0,0.42,815.7,97.88,37,1004
SRI2122,Sales,B2CS,164,08-Apr-2021,164,08-Apr-2021,R,L255,SRI PRASANTHI MEDICAL&GEN STO,RAJAHMUNDRY,,728,0,0,649.59,77.95,0,0,0,0,0,0.46,649.59,77.95,37,1004
SRI2122,Sales,B2B,165,08-Apr-2021,165,08-Apr-2021,R,L101,PHANENDRA PRASAD MEDS.,RAJAHMUNDRY,37ADCPJ7981L1ZY,6111,0,0,0,0,5178.78,932.18,0,0,0,0.04,5178.78,932.18,37,1004
SRI2122,Sales,B2B,166,08-Apr-2021,166,08-Apr-2021,R,L106,SRI HARSHA MEDICALS,RAJAHMUNDRY,37BBBPM3958A1ZT,535,0,0,229.9,27.59,234.92,42.29,0,0,0,0.3,464.82,69.88,37,1004
SRI2122,Sales,B2B,167,08-Apr-2021,167,08-Apr-2021,R,L267,SIVA MEDICALS,RAJAHMUNDRY,37ADMFS6731K1ZG,6196,0,0,0,0,5251.25,945.23,0,0,0,-0.48,5251.25,945.23,37,1004
SRI2122,Sales,B2CS,168,08-Apr-2021,168,08-Apr-2021,R,L172,HEALTH PHARMACY,RAJAHMUNDRY,,3500,0,0,3125,375,0,0,0,0,0,0,3125,375,37,1004
SRI2122,Sales,B2CS,169,08-Apr-2021,169,08-Apr-2021,R,L141,SRI MAHALAKSHMI M/G/S,RAJAHMUNDRY,,768,0,0,685.98,82.32,0,0,0,0,0,-0.3,685.98,82.32,37,1004
SRI2122,Sales,B2CS,17,01-Apr-2021,17,01-Apr-2021,R,L336,SRI RAJESWARI MED STORES,RAJAHMUNDRY,,1054,152.51,7.63,650.01,78,140.26,25.25,0,0,0,0.34,942.78,110.88,37,1004
SRI2122,Sales,B2B,170,08-Apr-2021,170,08-Apr-2021,R,L260,SRI ARJUNA MED/G/STORES,RAJAHMUNDRY,37AINPM2647J1ZS,810,0,0,722.8,86.74,0,0,0,0,0,0.46,722.8,86.74,37,1004
SRI2122,Sales,B2CS,171,08-Apr-2021,171,08-Apr-2021,R,L390,VISHNU PRIYA M/G/S (G.A),RAJAHMUNDRY,,291,0,0,190.2,22.82,65.77,11.84,0,0,0,0.37,255.97,34.66,37,1004
SRI2122,Sales,B2B,172,08-Apr-2021,172,08-Apr-2021,R,L321,SRI SAI MEDICAL & GEN STORES,RAJAHMUNDRY,37ANWPK3119K1ZG,249,0,0,222.61,26.71,0,0,0,0,0,-0.32,222.61,26.71,37,1004
SRI2122,Sales,B2B,173,09-Apr-2021,173,09-Apr-2021,R,TL69,SATYAKRISHNA M/S,MALLAVARAM,37FEQPS7502C1Z6,798,0,0,431.89,51.83,266.41,47.95,0,0,0,-0.08,698.3,99.78,37,1004
SRI2122,Sales,B2B,174,09-Apr-2021,174,09-Apr-2021,R,L365,SATHISH MEDICALS,RAJAHMUNDRY,37AHZPM4138M1ZF,318,0,0,284.07,34.09,0,0,0,0,0,-0.16,284.07,34.09,37,1004
SRI2122,Sales,B2B,175,09-Apr-2021,175,09-Apr-2021,R,L268,SRI SANJEEVINI M/G/ST(BYPASS),RAJAHMUNDRY,37AUDPC7550N2ZB,306,0,0,273.2,32.78,0,0,0,0,0,0.02,273.2,32.78,37,1004
SRI2122,Sales,B2B,176,09-Apr-2021,176,09-Apr-2021,R,L223,COASTAL MEDICALS,RAJAHMUNDRY,37AAKHB9701P1ZR,1470,0,0,1312.58,157.51,0,0,0,0,0,-0.09,1312.58,157.51,37,1004
SRI2122,Sales,B2CS,177,09-Apr-2021,177,09-Apr-2021,R,L390,VISHNU PRIYA M/G/S (G.A),RAJAHMUNDRY,,567,0,0,505.91,60.71,0,0,0,0,0,0.38,505.91,60.71,37,1004
SRI2122,Sales,B2CS,178,09-Apr-2021,178,09-Apr-2021,R,L145,SRI HARI SHANKAR M/G/STORES,RAJAHMUNDRY,,660,0,0,589.66,70.76,0,0,0,0,0,-0.42,589.66,70.76,37,1004
SRI2122,Sales,B2CS,179,09-Apr-2021,179,09-Apr-2021,R,L199,JAYA DURGA M/G/S,RAJAHMUNDRY,,1083,0,0,871.72,104.61,90.18,16.23,0,0,0,0.26,961.9,120.84,37,1004
SRI2122,Sales,B2B,18,01-Apr-2021,18,01-Apr-2021,R,L128,DHANA SRI MEDICAL STORES,RAJAHMUNDRY,37APLPD7685L1Z5,479,0,0,427.69,51.32,0,0,0,0,0,-0.01,427.69,51.32,37,1004
SRI2122,Sales,B2B,180,09-Apr-2021,180,09-Apr-2021,R,L342,VENKATA KRISHNA MEDICALS,RAJAHMUNDRY,37AWOPM3870A1ZF,2194,0,0,1958.49,235.02,0,0,0,0,0,0.49,1958.49,235.02,37,1004
SRI2122,Sales,B2B,181,09-Apr-2021,181,09-Apr-2021,R,L119,AMAR MEDICALS,RAJAHMUNDRY,37AAGFA1007R1ZD,1511,0,0,610.45,73.25,701.18,126.21,0,0,0,-0.09,1311.63,199.46,37,1004
SRI2122,Sales,B2B,182,09-Apr-2021,182,09-Apr-2021,R,L381,HEMA MEDICAL&GENARAL STORES,RAJAHMUNDRY,37AGYPB8074B1Z5,1537,0,0,1372.66,164.72,0,0,0,0,0,-0.38,1372.66,164.72,37,1004
SRI2122,Sales,B2B,183,09-Apr-2021,183,09-Apr-2021,R,2022,VISWANADHA MEDICAL AGENCIES,RAJAHMUNDRY,37BIEPS8984E1ZL,6329,0,0,5650.62,678.07,0,0,0,0,0,0.31,5650.62,678.07,37,1004
SRI2122,Sales,B2CS,184,09-Apr-2021,184,09-Apr-2021,R,L117,SRI DURGA MEDICAL&GEN/STORES,RAJAHMEHEDRAVARAM,,293,0,0,261.9,31.43,0,0,0,0,0,-0.33,261.9,31.43,37,1004
SRI2122,Sales,B2B,185,09-Apr-2021,185,09-Apr-2021,R,L105,SIDDHARDHA MEDICALS,RAJAHMUNDRY,37AVSPD6896Q1Z9,3488,462.56,23.13,1098.03,131.76,1502.12,270.38,0,0,0,0.02,3062.71,425.27,37,1004
SRI2122,Sales,B2B,186,09-Apr-2021,186,09-Apr-2021,R,L303,MAMATHA MEDICAL&GENARAL STORES,RAJAHMUNDRY,37HRUPS2204C1ZK,1026,0,0,916.05,109.93,0,0,0,0,0,0.02,916.05,109.93,37,1004
SRI2122,Sales,B2CS,187,09-Apr-2021,187,09-Apr-2021,R,MD13,VARA LAKSHMI MEDICALS,MANDAPETA,,1261,0,0,1125.85,135.1,0,0,0,0,0,0.05,1125.85,135.1,37,1004
SRI2122,Sales,B2CS,188,09-Apr-2021,188,09-Apr-2021,R,L172,HEALTH PHARMACY,RAJAHMUNDRY,,1372,0,0,1225,147,0,0,0,0,0,0,1225,147,37,1004
SRI2122,Sales,B2B,189,09-Apr-2021,189,09-Apr-2021,R,L204,RATNABALA MEDICAL&GENARAL STOR,RAJAHMUNDRY,37AGIPP2030K1ZC,1236,0,0,1103.2,132.38,0,0,0,0,0,0.42,1103.2,132.38,37,1004
SRI2122,Sales,B2B,19,01-Apr-2021,19,01-Apr-2021,R,L147,SREE JP PHARMACY,RAJAHMUNDRY,37ADXFS7119J1Z7,2176,1805.75,90.29,249.7,29.96,0,0,0,0,0,0.3,2055.45,120.25,37,1004
SRI2122,Sales,B2CS,190,09-Apr-2021,190,09-Apr-2021,R,L269,MEDICINES PLAZA,RAJAHMUNDRY,,3690,0,0,3294.85,395.38,0,0,0,0,0,-0.23,3294.85,395.38,37,1004
SRI2122,Sales,B2B,191,09-Apr-2021,191,09-Apr-2021,R,DP05,SRI LAKSHMI PHARAMACY(TILAK),RAJAHMUNDRY,37ADUFS6565M1ZW,1630,0,0,1455,174.6,0,0,0,0,0,0.4,1455,174.6,37,1004
SRI2122,Sales,B2B,192,10-Apr-2021,192,10-Apr-2021,R,2124,GANESH MEDICAL AGENCIES,RAJAHMUNDRY,37DXWPS8898N2ZI,15054,0,0,13441.29,1612.95,0,0,0,0,0,-0.24,13441.29,1612.95,37,1004
SRI2122,Sales,B2B,193,10-Apr-2021,193,10-Apr-2021,R,DP09,MITHRA MEDICALS,RAJAHMUNDRY,37AAOFM1199G1ZV,1261,0,0,1125.85,135.1,0,0,0,0,0,0.05,1125.85,135.1,37,1004
SRI2122,Sales,B2CS,194,10-Apr-2021,194,10-Apr-2021,R,L257,RAJA RAJESWARI MEDICAL&GEN STS,RAJAHMUNDRY,,552,0,0,274.47,32.94,207.19,37.29,0,0,0,0.11,481.66,70.23,37,1004
SRI2122,Sales,B2B,195,10-Apr-2021,195,10-Apr-2021,R,L214,BHARGAV MEDICALS,RAJAHMUNDRY,37AJDPK0277B1ZL,774,0,0,691.12,82.93,0,0,0,0,0,-0.05,691.12,82.93,37,1004
SRI2122,Sales,B2B,196,10-Apr-2021,196,10-Apr-2021,R,L147,SREE JP PHARMACY,RAJAHMUNDRY,37ADXFS7119J1Z7,2049,0,0,351.84,42.22,1402.64,252.48,0,0,0,-0.18,1754.48,294.7,37,1004
SRI2122,Sales,B2B,197,10-Apr-2021,197,10-Apr-2021,R,L132,KRANTHI M/G/STORES,RAJAHMUNDRY,37AUVPK6396C1ZZ,1964,0,0,1753.34,210.4,0,0,0,0,0,0.26,1753.34,210.4,37,1004
SRI2122,Sales,B2CS,198,10-Apr-2021,198,10-Apr-2021,R,GK08,SAI SRIRAMA MED/G/STORES,KORUKONDA,,2433,0,0,2172,260.64,0,0,0,0,0,0.36,2172,260.64,37,1004
SRI2122,Sales,B2CS,199,10-Apr-2021,199,10-Apr-2021,R,GK16,SRI SRINIVASA MEDICALS,KORUKONDA,,669,0,0,597.3,71.68,0,0,0,0,0,0.02,597.3,71.68,37,1004
SRI2122,Sales,B2B,2,01-Apr-2021,2,01-Apr-2021,R,L342,VENKATA KRISHNA MEDICALS,RAJAHMUNDRY,37AWOPM3870A1ZF,1250,0,0,932.71,111.93,173.63,31.25,0,0,0,0.48,1106.34,143.18,37,1004
SRI2122,Sales,B2B,20,01-Apr-2021,20,01-Apr-2021,R,L119,AMAR MEDICALS,RAJAHMUNDRY,37AAGFA1007R1ZD,1369,0,0,483.88,58.07,701.18,126.21,0,0,0,-0.34,1185.06,184.28,37,1004
SRI2122,Sales,B2B,200,10-Apr-2021,200,10-Apr-2021,R,AN28,LAKSHMI DURGA M/F/STORES(H.B),RAJAHMUNDRY,37AMWPG6546M1Z5,414,0,0,369.37,44.32,0,0,0,0,0,0.31,369.37,44.32,37,1004
SRI2122,Sales,B2B,201,10-Apr-2021,201,10-Apr-2021,R,L319,SARASWATHI MEDICAL STORES,RAJAHMUNDRY,37AREPS5969D1ZB,299,0,0,266.75,32.01,0,0,0,0,0,0.24,266.75,32.01,37,1004
SRI2122,Sales,B2CS,202,10-Apr-2021,202,10-Apr-2021,R,L161,SRI VENKATA GANESH M/G/S,RAJAHMUNDRY,,1108,0,0,0,0,939.2,169.06,0,0,0,-0.26,939.2,169.06,37,1004
SRI2122,Sales,B2B,203,10-Apr-2021,203,10-Apr-2021,R,L136,SAI GANESH MEDICAL&GENARAL STR,RAJAHMUNDRY,37BMDPS0664J4ZN,924,0,0,825.28,99.03,0,0,0,0,0,-0.31,825.28,99.03,37,1004
SRI2122,Sales,B2B,204,10-Apr-2021,204,10-Apr-2021,R,L321,SRI SAI MEDICAL & GEN STORES,RAJAHMUNDRY,37ANWPK3119K1ZG,541,0,0,483.32,58,0,0,0,0,0,-0.32,483.32,58,37,1004
SRI2122,Sales,B2B,205,12-Apr-2021,205,12-Apr-2021,R,TL23,SRI SIVA SRINIVASA MEDICAL STO,BHIMAVARAM,37ASEPA8105A1ZF,4868,0,0,4346.25,521.55,0,0,0,0,0,0.2,4346.25,521.55,37,1004
SRI2122,Sales,B2B,206,12-Apr-2021,206,12-Apr-2021,R,L320,SRI SRINIVASA MEDICALS,RAJAHMUNDRY,37BEQPP0881M2ZN,3604,0,0,1511.43,181.37,1619.71,291.55,0,0,0,-0.06,3131.14,472.92,37,1004
SRI2122,Sales,B2B,207,12-Apr-2021,207,12-Apr-2021,R,L365,SATHISH MEDICALS,RAJAHMUNDRY,37AHZPM4138M1ZF,764,0,0,682.42,81.89,0,0,0,0,0,-0.31,682.42,81.89,37,1004
SRI2122,Sales,B2CS,208,12-Apr-2021,208,12-Apr-2021,R,L247,KANAKA DURGA MED/GEN/STORES,RAJAHMUNDRY,,353,0,0,127.99,15.36,177.61,31.97,0,0,0,0.07,305.6,47.33,37,1004
SRI2122,Sales,B2B,209,12-Apr-2021,209,12-Apr-2021,R,L204,RATNABALA MEDICAL&GENARAL STOR,RAJAHMUNDRY,37AGIPP2030K1ZC,363,0,0,0,0,307.22,55.3,0,0,0,0.48,307.22,55.3,37,1004
SRI2122,Sales,B2CS,21,01-Apr-2021,21,01-Apr-2021,R,TL67,VENKATESWARA MED&GEN STORES,YERNAGUDEM,,2104,0,0,1805.65,216.68,69.45,12.5,0,0,0,-0.28,1875.1,229.18,37,1004
SRI2122,Sales,B2B,210,12-Apr-2021,210,12-Apr-2021,R,L268,SRI SANJEEVINI M/G/ST(BYPASS),RAJAHMUNDRY,37AUDPC7550N2ZB,246,0,0,220,26.4,0,0,0,0,0,-0.4,220,26.4,37,1004
SRI2122,Sales,B2B,211,12-Apr-2021,211,12-Apr-2021,R,L279,RACHANA MEDICALS,RAJAHMUNDRY,37BKWPP4833R1ZV,1630,0,0,0,0,1381.28,248.63,0,0,0,0.09,1381.28,248.63,37,1004
SRI2122,Sales,B2B,212,12-Apr-2021,212,12-Apr-2021,R,L119,AMAR MEDICALS,RAJAHMUNDRY,37AAGFA1007R1ZD,875,833.11,41.66,0,0,0,0,0,0,0,0.23,833.11,41.66,37,1004
SRI2122,Sales,B2CS,213,12-Apr-2021,213,12-Apr-2021,R,L139,SRI RAMAKRISHNA MEDICAL/HALL,RAJAHMUNDRY,,204,0,0,182.21,21.87,0,0,0,0,0,-0.08,182.21,21.87,37,1004
SRI2122,Sales,B2B,214,12-Apr-2021,214,12-Apr-2021,R,L111,AMAR KANAKALAKSHMI MEDICALS,RAJAHMUNDRY,37ADAPT9140K1Z5,1778,0,0,1260.76,151.29,310.4,55.87,0,0,0,-0.32,1571.16,207.16,37,1004
SRI2122,Sales,B2CS,215,12-Apr-2021,215,12-Apr-2021,R,L199,JAYA DURGA M/G/S,RAJAHMUNDRY,,1105,0,0,986.48,118.38,0,0,0,0,0,0.14,986.48,118.38,37,1004
SRI2122,Sales,B2B,216,12-Apr-2021,216,12-Apr-2021,R,L191,SAI NAVAJEEVAN GENRIC MED/G/S,RAJAHMUNDRY,37BASPV8770R1Z2,718,0,0,640.91,76.91,0,0,0,0,0,0.18,640.91,76.91,37,1004
SRI2122,Sales,B2CS,217,12-Apr-2021,217,12-Apr-2021,R,L161,SRI VENKATA GANESH M/G/S,RAJAHMUNDRY,,667,0,0,595.26,71.43,0,0,0,0,0,0.31,595.26,71.43,37,1004
SRI2122,Sales,B2B,218,12-Apr-2021,218,12-Apr-2021,R,L156,AJANTHA MEDICAL STORES,RAJAHMUNDRY,37AHBPR5757M3ZL,768,0,0,685.86,82.3,0,0,0,0,0,-0.16,685.86,82.3,37,1004
SRI2122,Sales,B2CS,219,12-Apr-2021,219,12-Apr-2021,R,L141,SRI MAHALAKSHMI M/G/S,RAJAHMUNDRY,,587,0,0,523.8,62.86,0,0,0,0,0,0.34,523.8,62.86,37,1004
SRI2122,Sales,B2B,22,01-Apr-2021,22,01-Apr-2021,R,L204,RATNABALA MEDICAL&GENARAL STOR,RAJAHMUNDRY,37AGIPP2030K1ZC,807,0,0,720.45,86.45,0,0,0,0,0,0.1,720.45,86.45,37,1004
SRI2122,Sales,B2B,220,12-Apr-2021,220,12-Apr-2021,R,L242,HARSHA MEDICALS(PRAKASH NAGAR),RAJAHMUNDRY,37AAKPU1591Q1ZP,4260,0,0,3803.37,456.4,0,0,0,0,0,0.23,3803.37,456.4,37,1004
SRI2122,Sales,B2CS,221,12-Apr-2021,221,12-Apr-2021,R,L126,VISHNU SRI M/G/ST,RAJAHMUNDRY,,307,0,0,204.74,24.57,65.77,11.84,0,0,0,0.08,270.51,36.41,37,1004
SRI2122,Sales,B2B,222,12-Apr-2021,222,12-Apr-2021,R,L310,SRI TIRUMALA M/G/ST(INNS),RAJAHMUNDRY,37BAUPB8506M1Z4,473,0,0,422.15,50.66,0,0,0,0,0,0.19,422.15,50.66,37,1004
SRI2122,Sales,B2CS,223,12-Apr-2021,223,12-Apr-2021,R,L370,MARUTHI MEDICAL&GENARAL STORES,RAJAHMUNDRY,,592,0,0,528.18,63.38,0,0,0,0,0,0.44,528.18,63.38,37,1004
SRI2122,Sales,B2B,224,12-Apr-2021,224,12-Apr-2021,R,L105,SIDDHARDHA MEDICALS,RAJAHMUNDRY,37AVSPD6896Q1Z9,2749,0,0,358.15,42.98,1989.7,358.15,0,0,0,0.02,2347.85,401.13,37,1004
SRI2122,Sales,B2B,225,12-Apr-2021,225,12-Apr-2021,R,L268,SRI SANJEEVINI M/G/ST(BYPASS),RAJAHMUNDRY,37AUDPC7550N2ZB,258,0,0,230.19,27.62,0,0,0,0,0,0.19,230.19,27.62,37,1004
SRI2122,Sales,B2CS,226,12-Apr-2021,226,12-Apr-2021,R,GE21,LAKSHMI SRINIVASA M/G/STORES,RAGHUDEVAPURAM,,931,0,0,831.35,99.76,0,0,0,0,0,-0.11,831.35,99.76,37,1004
SRI2122,Sales,B2B,227,12-Apr-2021,227,12-Apr-2021,R,L156,AJANTHA MEDICAL STORES,RAJAHMUNDRY,37AHBPR5757M3ZL,533,0,0,475.58,57.07,0,0,0,0,0,0.35,475.58,57.07,37,1004
SRI2122,Sales,B2B,228,12-Apr-2021,228,12-Apr-2021,R,L118,RAM GOPAL MEDICALS,RAJAHMUNDRY,37ALUPK8581H1Z9,1407,0,0,1255.87,150.7,0,0,0,0,0,0.43,1255.87,150.7,37,1004
SRI2122,Sales,B2B,229,12-Apr-2021,229,12-Apr-2021,R,L101,PHANENDRA PRASAD MEDS.,RAJAHMUNDRY,37ADCPJ7981L1ZY,6111,0,0,0,0,5178.78,932.18,0,0,0,0.04,5178.78,932.18,37,1004
SRI2122,Sales,B2CS,23,01-Apr-2021,23,01-Apr-2021,R,GK65,SRI LAKSHMI GANAPATHY MED/G/ST,KONTHAMURU,,441,0,0,393.31,47.2,0,0,0,0,0,0.49,393.31,47.2,37,1004
SRI2122,Sales,B2B,230,12-Apr-2021,230,12-Apr-2021,R,L319,SARASWATHI MEDICAL STORES,RAJAHMUNDRY,37AREPS5969D1ZB,200,0,0,178.44,21.41,0,0,0,0,0,0.15,178.44,21.41,37,1004
SRI2122,Sales,B2B,231,13-Apr-2021,231,13-Apr-2021,R,L156,AJANTHA MEDICAL STORES,RAJAHMUNDRY,37AHBPR5757M3ZL,1655,0,0,0,0,1402.64,252.48,0,0,0,-0.12,1402.64,252.48,37,1004
SRI2122,Sales,B2CS,232,13-Apr-2021,232,13-Apr-2021,R,L336,SRI RAJESWARI MED STORES,RAJAHMUNDRY,,248,0,0,0,0,210.4,37.87,0,0,0,-0.27,210.4,37.87,37,1004
SRI2122,Sales,B2CS,233,13-Apr-2021,233,13-Apr-2021,R,L257,RAJA RAJESWARI MEDICAL&GEN STS,RAJAHMUNDRY,,633,0,0,201.27,24.15,345.32,62.16,0,0,0,0.1,546.59,86.31,37,1004
SRI2122,Sales,B2CS,234,13-Apr-2021,234,13-Apr-2021,R,L247,KANAKA DURGA MED/GEN/STORES,RAJAHMUNDRY,,225,0,0,0,0,191.04,34.39,0,0,0,-0.43,191.04,34.39,37,1004
SRI2122,Sales,B2CS,235,13-Apr-2021,235,13-Apr-2021,R,L161,SRI VENKATA GANESH M/G/S,RAJAHMUNDRY,,311,0,0,277.28,33.27,0,0,0,0,0,0.45,277.28,33.27,37,1004
SRI2122,Sales,B2B,236,13-Apr-2021,236,13-Apr-2021,R,L347,SRI SAI SATYANARAYANA M/GS,RAJAHMUNDRY,37AJQPR7141A2Z1,568,0,0,0,0,481.12,86.6,0,0,0,0.28,481.12,86.6,37,1004
SRI2122,Sales,B2B,237,13-Apr-2021,237,13-Apr-2021,R,L321,SRI SAI MEDICAL & GEN STORES,RAJAHMUNDRY,37ANWPK3119K1ZG,1557,0,0,1389.82,166.78,0,0,0,0,0,0.4,1389.82,166.78,37,1004
SRI2122,Sales,B2CS,238,13-Apr-2021,238,13-Apr-2021,R,GK07,SRI SAI SUBRAMANYENSWARA MED/G,GUMULURU,,566,0,0,505.8,60.7,0,0,0,0,0,-0.5,505.8,60.7,37,1004
SRI2122,Sales,B2CS,239,13-Apr-2021,239,13-Apr-2021,R,MD46,MAHALAKSHMI MEDICALS,RAVULAPALEM,,662,0,0,0,0,560.96,100.97,0,0,0,0.07,560.96,100.97,37,1004
